QDGC,richness,QDGC_lon,QDGC_lat
E135S31CC,1,135.125,-31.875
E135S31DC,1,135.625,-31.875
E135S32AA,1,135.125,-32.125
E135S32AC,1,135.125,-32.375
E135S32AD,1,135.375,-32.375
E135S32BA,1,135.625,-32.125
E135S32CA,1,135.125,-32.625
E135S32CB,1,135.375,-32.625
E135S32CC,2,135.125,-32.875
E135S32CD,2,135.375,-32.875
E135S32DA,1,135.625,-32.625
E135S32DC,2,135.625,-32.875
E135S32DD,3,135.875,-32.875
E135S33AA,2,135.125,-33.125
E135S33AB,1,135.375,-33.125
E135S33AC,3,135.125,-33.375
E135S33AD,2,135.375,-33.375
E135S33BA,3,135.625,-33.125
E135S33BB,2,135.875,-33.125
E135S33BC,4,135.625,-33.375
E135S33BD,3,135.875,-33.375
E135S33CB,4,135.375,-33.625
E135S33CC,1,135.125,-33.875
E135S33CD,3,135.375,-33.875
E135S33DA,2,135.625,-33.625
E135S33DB,1,135.875,-33.625
E135S33DC,1,135.625,-33.875
E135S33DD,3,135.875,-33.875
E135S34AB,3,135.375,-34.125
E135S34AD,6,135.375,-34.375
E135S34BA,3,135.625,-34.125
E135S34BB,3,135.875,-34.125
E135S34BC,6,135.625,-34.375
E135S34BD,4,135.875,-34.375
E135S34CA,1,135.125,-34.625
E135S34CB,1,135.375,-34.625
E135S34DA,10,135.625,-34.625
E135S34DB,6,135.875,-34.625
E135S34DC,5,135.625,-34.875
E135S34DD,6,135.875,-34.875
E136S11AD,1,136.375,-11.375
E136S11BA,3,136.625,-11.125
E136S11BC,1,136.625,-11.375
E136S11CA,1,136.125,-11.625
E136S11CB,2,136.375,-11.625
E136S11CC,1,136.125,-11.875
E136S11CD,1,136.375,-11.875
E136S11DC,1,136.625,-11.875
E136S12AA,1,136.125,-12.125
E136S12BA,1,136.625,-12.125
E136S12BB,3,136.875,-12.125
E136S12BC,2,136.625,-12.375
E136S12BD,2,136.875,-12.375
E136S12CA,2,136.125,-12.625
E136S12CC,1,136.125,-12.875
E136S12DC,1,136.625,-12.875
E136S13AA,1,136.125,-13.125
E136S13AB,1,136.375,-13.125
E136S13AC,1,136.125,-13.375
E136S13AD,1,136.375,-13.375
E136S13CA,1,136.125,-13.625
E136S13CD,2,136.375,-13.875
E136S13DA,2,136.625,-13.625
E136S13DB,1,136.875,-13.625
E136S13DC,1,136.625,-13.875
E136S13DD,3,136.875,-13.875
E136S14AA,1,136.125,-14.125
E136S14AB,4,136.375,-14.125
E136S14BA,3,136.625,-14.125
E136S14BB,3,136.875,-14.125
E136S14BD,1,136.875,-14.375
E136S15CC,1,136.125,-15.875
E136S15CD,1,136.375,-15.875
E136S15DA,3,136.625,-15.625
E136S15DB,1,136.875,-15.625
E136S16AB,1,136.375,-16.125
E136S16DD,1,136.875,-16.875
E136S17DB,1,136.875,-17.625
E136S32CC,1,136.125,-32.875
E136S32DC,1,136.625,-32.875
E136S33AA,2,136.125,-33.125
E136S33AB,3,136.375,-33.125
E136S33AC,5,136.125,-33.375
E136S33AD,5,136.375,-33.375
E136S33BA,2,136.625,-33.125
E136S33BB,1,136.875,-33.125
E136S33BC,3,136.625,-33.375
E136S33BD,4,136.875,-33.375
E136S33CA,2,136.125,-33.625
E136S33CB,2,136.375,-33.625
E136S33CC,4,136.125,-33.875
E136S33CD,1,136.375,-33.875
E136S33DA,5,136.625,-33.625
E136S33DB,4,136.875,-33.625
E136S33DC,2,136.625,-33.875
E136S34AA,3,136.125,-34.125
E136S34AC,2,136.125,-34.375
E136S34CA,1,136.125,-34.625
E136S34DD,1,136.875,-34.875
E136S35BB,3,136.875,-35.125
E136S35BD,1,136.875,-35.375
E136S35DA,1,136.625,-35.625
E136S35DB,5,136.875,-35.625
E136S35DC,7,136.625,-35.875
E136S35DD,11,136.875,-35.875
E136S36BB,5,136.875,-36.125
E137S15CA,3,137.125,-15.625
E137S15CC,2,137.125,-15.875
E137S16DA,1,137.625,-16.625
E137S17AB,1,137.375,-17.125
E137S32BA,1,137.625,-32.125
E137S32CA,1,137.125,-32.625
E137S33AC,2,137.125,-33.375
E137S33AD,1,137.375,-33.375
E137S33CA,1,137.125,-33.625
E137S33CB,1,137.375,-33.625
E137S34BA,1,137.625,-34.125
E137S34BC,2,137.625,-34.375
E137S34BD,3,137.875,-34.375
E137S34CD,1,137.375,-34.875
E137S34DA,1,137.625,-34.625
E137S34DB,3,137.875,-34.625
E137S34DC,4,137.625,-34.875
E137S34DD,3,137.875,-34.875
E137S35AA,4,137.125,-35.125
E137S35AB,1,137.375,-35.125
E137S35BA,1,137.625,-35.125
E137S35CA,3,137.125,-35.625
E137S35CB,4,137.375,-35.625
E137S35CC,9,137.125,-35.875
E137S35CD,6,137.375,-35.875
E137S35DA,2,137.625,-35.625
E137S35DC,5,137.625,-35.875
E137S35DD,2,137.875,-35.875
E138S17AA,1,138.125,-17.125
E138S17AC,1,138.125,-17.375
E138S17AD,1,138.375,-17.375
E138S17CC,1,138.125,-17.875
E138S18DA,1,138.625,-18.625
E138S19AD,1,138.375,-19.375
E138S30DC,1,138.625,-30.875
E138S31BC,1,138.625,-31.375
E138S31DA,1,138.625,-31.625
E138S32AC,1,138.125,-32.375
E138S32CA,2,138.125,-32.625
E138S32CB,1,138.375,-32.625
E138S32CC,1,138.125,-32.875
E138S33AA,2,138.125,-33.125
E138S33AB,1,138.375,-33.125
E138S33BB,1,138.875,-33.125
E138S33BC,1,138.625,-33.375
E138S33DA,1,138.625,-33.625
E138S33DB,1,138.875,-33.625
E138S33DC,3,138.625,-33.875
E138S33DD,3,138.875,-33.875
E138S34BA,1,138.625,-34.125
E138S34BB,3,138.875,-34.125
E138S34BC,1,138.625,-34.375
E138S34BD,3,138.875,-34.375
E138S34CD,1,138.375,-34.875
E138S34DA,1,138.625,-34.625
E138S34DB,6,138.875,-34.625
E138S34DC,10,138.625,-34.875
E138S34DD,6,138.875,-34.875
E138S35AB,4,138.375,-35.125
E138S35AD,9,138.375,-35.375
E138S35BA,10,138.625,-35.125
E138S35BB,6,138.875,-35.125
E138S35BC,11,138.625,-35.375
E138S35BD,8,138.875,-35.375
E138S35CA,9,138.125,-35.625
E138S35CB,11,138.375,-35.625
E138S35CC,4,138.125,-35.875
E138S35DA,9,138.625,-35.625
E138S35DB,3,138.875,-35.625
E139S17BA,1,139.625,-17.125
E139S34AC,2,139.125,-34.375
E139S34BB,1,139.875,-34.125
E139S34BD,1,139.875,-34.375
E139S34CA,4,139.125,-34.625
E139S34CC,6,139.125,-34.875
E139S34CD,1,139.375,-34.875
E139S34DB,1,139.875,-34.625
E139S34DC,1,139.625,-34.875
E139S34DD,2,139.875,-34.875
E139S35AA,4,139.125,-35.125
E139S35AB,2,139.375,-35.125
E139S35AC,3,139.125,-35.375
E139S35AD,4,139.375,-35.375
E139S35BA,2,139.625,-35.125
E139S35BC,1,139.625,-35.375
E139S35BD,1,139.875,-35.375
E139S35CA,4,139.125,-35.625
E139S35CB,4,139.375,-35.625
E139S35CD,3,139.375,-35.875
E139S35DA,4,139.625,-35.625
E139S35DB,3,139.875,-35.625
E139S35DC,4,139.625,-35.875
E139S35DD,4,139.875,-35.875
E139S36BA,3,139.625,-36.125
E139S36BB,6,139.875,-36.125
E139S36BD,4,139.875,-36.375
E139S36DB,3,139.875,-36.625
E139S36DC,1,139.625,-36.875
E139S36DD,1,139.875,-36.875
E139S37BB,3,139.875,-37.125
E139S37BD,2,139.875,-37.375
E140S20CC,1,140.125,-20.875
E140S23BC,1,140.625,-23.375
E140S33BA,1,140.625,-33.125
E140S33BB,1,140.875,-33.125
E140S33BD,1,140.875,-33.375
E140S33CA,1,140.125,-33.625
E140S33CB,1,140.375,-33.625
E140S33CD,1,140.375,-33.875
E140S33DC,1,140.625,-33.875
E140S34AA,1,140.125,-34.125
E140S34AB,1,140.375,-34.125
E140S34BA,1,140.625,-34.125
E140S34BC,1,140.625,-34.375
E140S34CA,1,140.125,-34.625
E140S34CC,2,140.125,-34.875
E140S34CD,2,140.375,-34.875
E140S34DC,2,140.625,-34.875
E140S34DD,1,140.875,-34.875
E140S35AA,2,140.125,-35.125
E140S35AB,2,140.375,-35.125
E140S35AC,2,140.125,-35.375
E140S35AD,1,140.375,-35.375
E140S35BA,2,140.625,-35.125
E140S35BB,1,140.875,-35.125
E140S35BC,1,140.625,-35.375
E140S35BD,3,140.875,-35.375
E140S35CA,3,140.125,-35.625
E140S35CB,2,140.375,-35.625
E140S35CC,3,140.125,-35.875
E140S35CD,2,140.375,-35.875
E140S35DA,2,140.625,-35.625
E140S35DB,4,140.875,-35.625
E140S35DC,2,140.625,-35.875
E140S35DD,3,140.875,-35.875
E140S36AA,5,140.125,-36.125
E140S36AB,5,140.375,-36.125
E140S36AC,7,140.125,-36.375
E140S36AD,5,140.375,-36.375
E140S36BA,1,140.625,-36.125
E140S36BB,2,140.875,-36.125
E140S36BC,6,140.625,-36.375
E140S36BD,4,140.875,-36.375
E140S36CA,6,140.125,-36.625
E140S36CB,5,140.375,-36.625
E140S36CC,7,140.125,-36.875
E140S36CD,6,140.375,-36.875
E140S36DA,5,140.625,-36.625
E140S36DB,4,140.875,-36.625
E140S36DC,4,140.625,-36.875
E140S36DD,3,140.875,-36.875
E140S37AA,2,140.125,-37.125
E140S37AB,5,140.375,-37.125
E140S37AC,5,140.125,-37.375
E140S37AD,2,140.375,-37.375
E140S37BA,9,140.625,-37.125
E140S37BB,8,140.875,-37.125
E140S37BC,11,140.625,-37.375
E140S37BD,8,140.875,-37.375
E140S37CA,2,140.125,-37.625
E140S37CB,5,140.375,-37.625
E140S37CD,2,140.375,-37.875
E140S37DA,7,140.625,-37.625
E140S37DB,7,140.875,-37.625
E140S37DC,4,140.625,-37.875
E140S37DD,2,140.875,-37.875
E140S38BA,5,140.625,-38.125
E140S38BB,6,140.875,-38.125
E141S12BD,1,141.875,-12.375
E141S12DB,1,141.875,-12.625
E141S12DC,1,141.625,-12.875
E141S13BC,1,141.625,-13.375
E141S14DC,1,141.625,-14.875
E141S32CC,1,141.125,-32.875
E141S32CD,1,141.375,-32.875
E141S33AA,1,141.125,-33.125
E141S33AB,1,141.375,-33.125
E141S33AC,1,141.125,-33.375
E141S33AD,1,141.375,-33.375
E141S33CC,1,141.125,-33.875
E141S34CA,1,141.125,-34.625
E141S34CB,2,141.375,-34.625
E141S34CC,1,141.125,-34.875
E141S34CD,2,141.375,-34.875
E141S34DA,1,141.625,-34.625
E141S34DB,1,141.875,-34.625
E141S34DC,1,141.625,-34.875
E141S34DD,1,141.875,-34.875
E141S35AB,1,141.375,-35.125
E141S35AC,2,141.125,-35.375
E141S35AD,2,141.375,-35.375
E141S35BA,1,141.625,-35.125
E141S35BB,1,141.875,-35.125
E141S35BC,2,141.625,-35.375
E141S35BD,3,141.875,-35.375
E141S35CA,3,141.125,-35.625
E141S35CB,3,141.375,-35.625
E141S35CC,1,141.125,-35.875
E141S35CD,3,141.375,-35.875
E141S35DA,3,141.625,-35.625
E141S35DB,4,141.875,-35.625
E141S35DC,4,141.625,-35.875
E141S35DD,2,141.875,-35.875
E141S36AA,2,141.125,-36.125
E141S36AB,2,141.375,-36.125
E141S36AC,5,141.125,-36.375
E141S36AD,3,141.375,-36.375
E141S36BA,1,141.625,-36.125
E141S36BC,4,141.625,-36.375
E141S36BD,5,141.875,-36.375
E141S36CA,6,141.125,-36.625
E141S36CB,8,141.375,-36.625
E141S36CC,3,141.125,-36.875
E141S36CD,3,141.375,-36.875
E141S36DA,7,141.625,-36.625
E141S36DB,4,141.875,-36.625
E141S36DC,7,141.625,-36.875
E141S36DD,8,141.875,-36.875
E141S37AA,6,141.125,-37.125
E141S37AB,5,141.375,-37.125
E141S37AC,11,141.125,-37.375
E141S37AD,7,141.375,-37.375
E141S37BA,2,141.625,-37.125
E141S37BB,8,141.875,-37.125
E141S37BC,3,141.625,-37.375
E141S37BD,5,141.875,-37.375
E141S37CA,8,141.125,-37.625
E141S37CB,3,141.375,-37.625
E141S37CC,4,141.125,-37.875
E141S37CD,4,141.375,-37.875
E141S37DA,2,141.625,-37.625
E141S37DB,2,141.875,-37.625
E141S37DC,4,141.625,-37.875
E141S37DD,3,141.875,-37.875
E141S38AA,7,141.125,-38.125
E141S38AB,8,141.375,-38.125
E141S38AD,9,141.375,-38.375
E141S38BA,4,141.625,-38.125
E141S38BB,5,141.875,-38.125
E141S38BC,7,141.625,-38.375
E141S38BD,3,141.875,-38.375
E142S10AA,4,142.125,-10.125
E142S10AB,3,142.375,-10.125
E142S10CA,1,142.125,-10.625
E142S10CB,1,142.375,-10.625
E142S10CD,2,142.375,-10.875
E142S10DA,1,142.625,-10.625
E142S10DC,2,142.625,-10.875
E142S11AA,1,142.125,-11.125
E142S11AB,4,142.375,-11.125
E142S11AD,3,142.375,-11.375
E142S11BA,1,142.625,-11.125
E142S11BC,1,142.625,-11.375
E142S11CA,2,142.125,-11.625
E142S11CB,2,142.375,-11.625
E142S11CC,2,142.125,-11.875
E142S11CD,3,142.375,-11.875
E142S11DA,3,142.625,-11.625
E142S11DB,1,142.875,-11.625
E142S11DC,3,142.625,-11.875
E142S11DD,1,142.875,-11.875
E142S12AC,1,142.125,-12.375
E142S12AD,1,142.375,-12.375
E142S12BA,1,142.625,-12.125
E142S12BB,1,142.875,-12.125
E142S12BC,1,142.625,-12.375
E142S12BD,1,142.875,-12.375
E142S12CA,1,142.125,-12.625
E142S13AB,2,142.375,-13.125
E142S13BD,1,142.875,-13.375
E142S13DB,1,142.875,-13.625
E142S14BC,1,142.625,-14.375
E142S14DC,1,142.625,-14.875
E142S33BB,1,142.875,-33.125
E142S33BD,1,142.875,-33.375
E142S33DA,1,142.625,-33.625
E142S33DB,1,142.875,-33.625
E142S33DD,1,142.875,-33.875
E142S34AA,1,142.125,-34.125
E142S34AC,1,142.125,-34.375
E142S34AD,1,142.375,-34.375
E142S34BA,1,142.625,-34.125
E142S34BB,1,142.875,-34.125
E142S34BC,1,142.625,-34.375
E142S34BD,1,142.875,-34.375
E142S34CA,1,142.125,-34.625
E142S34CB,1,142.375,-34.625
E142S34CC,1,142.125,-34.875
E142S34CD,1,142.375,-34.875
E142S34DA,1,142.625,-34.625
E142S34DB,1,142.875,-34.625
E142S34DC,1,142.625,-34.875
E142S34DD,1,142.875,-34.875
E142S35AC,1,142.125,-35.375
E142S35BA,1,142.625,-35.125
E142S35CA,3,142.125,-35.625
E142S35CB,1,142.375,-35.625
E142S35DD,1,142.875,-35.875
E142S36AA,1,142.125,-36.125
E142S36AB,1,142.375,-36.125
E142S36AC,2,142.125,-36.375
E142S36BB,2,142.875,-36.125
E142S36BC,1,142.625,-36.375
E142S36CA,2,142.125,-36.625
E142S36CB,2,142.375,-36.625
E142S36CC,2,142.125,-36.875
E142S36CD,9,142.375,-36.875
E142S36DA,1,142.625,-36.625
E142S36DB,1,142.875,-36.625
E142S36DC,7,142.625,-36.875
E142S36DD,3,142.875,-36.875
E142S37AA,7,142.125,-37.125
E142S37AB,11,142.375,-37.125
E142S37AC,9,142.125,-37.375
E142S37AD,12,142.375,-37.375
E142S37BA,7,142.625,-37.125
E142S37BB,5,142.875,-37.125
E142S37BC,10,142.625,-37.375
E142S37BD,2,142.875,-37.375
E142S37CA,4,142.125,-37.625
E142S37CB,9,142.375,-37.625
E142S37CC,2,142.125,-37.875
E142S37CD,4,142.375,-37.875
E142S37DA,2,142.625,-37.625
E142S37DB,2,142.875,-37.625
E142S37DC,3,142.625,-37.875
E142S37DD,3,142.875,-37.875
E142S38AA,3,142.125,-38.125
E142S38AB,3,142.375,-38.125
E142S38AC,3,142.125,-38.375
E142S38AD,2,142.375,-38.375
E142S38BA,1,142.625,-38.125
E142S38BB,2,142.875,-38.125
E142S38BC,3,142.625,-38.375
E142S38BD,4,142.875,-38.375
E142S38DA,2,142.625,-38.625
E142S38DB,5,142.875,-38.625
E143S11CC,1,143.125,-11.875
E143S12AA,2,143.125,-12.125
E143S12AC,2,143.125,-12.375
E143S12AD,3,143.375,-12.375
E143S12CA,2,143.125,-12.625
E143S12CB,1,143.375,-12.625
E143S12CC,2,143.125,-12.875
E143S13CA,1,143.125,-13.625
E143S13CB,2,143.375,-13.625
E143S13CC,1,143.125,-13.875
E143S13DC,1,143.625,-13.875
E143S14AD,2,143.375,-14.375
E143S14BA,1,143.625,-14.125
E143S14DA,2,143.625,-14.625
E143S14DB,1,143.875,-14.625
E143S15BA,1,143.625,-15.125
E143S15BB,1,143.875,-15.125
E143S15BC,2,143.625,-15.375
E143S15CB,1,143.375,-15.625
E143S16BC,2,143.625,-16.375
E143S16DB,1,143.875,-16.625
E143S16DC,1,143.625,-16.875
E143S17AD,1,143.375,-17.375
E143S17BA,1,143.625,-17.125
E143S17DA,1,143.625,-17.625
E143S17DB,1,143.875,-17.625
E143S18BB,1,143.875,-18.125
E143S18BC,1,143.625,-18.375
E143S18BD,2,143.875,-18.375
E143S19DA,1,143.625,-19.625
E143S25AA,1,143.125,-25.125
E143S25AB,1,143.375,-25.125
E143S33AD,1,143.375,-33.375
E143S33BC,1,143.625,-33.375
E143S33CA,1,143.125,-33.625
E143S33CB,1,143.375,-33.625
E143S33CC,1,143.125,-33.875
E143S33CD,1,143.375,-33.875
E143S34AA,1,143.125,-34.125
E143S34AD,1,143.375,-34.375
E143S34BC,1,143.625,-34.375
E143S34CB,1,143.375,-34.625
E143S34CC,1,143.125,-34.875
E143S34DA,1,143.625,-34.625
E143S35BC,1,143.625,-35.375
E143S35CC,1,143.125,-35.875
E143S35DD,1,143.875,-35.875
E143S36AA,1,143.125,-36.125
E143S36AC,1,143.125,-36.375
E143S36AD,1,143.375,-36.375
E143S36BB,1,143.875,-36.125
E143S36BC,3,143.625,-36.375
E143S36BD,2,143.875,-36.375
E143S36CA,1,143.125,-36.625
E143S36CB,3,143.375,-36.625
E143S36CC,2,143.125,-36.875
E143S36CD,4,143.375,-36.875
E143S36DA,3,143.625,-36.625
E143S36DB,2,143.875,-36.625
E143S36DC,2,143.625,-36.875
E143S36DD,2,143.875,-36.875
E143S37AA,1,143.125,-37.125
E143S37AB,1,143.375,-37.125
E143S37AC,4,143.125,-37.375
E143S37AD,4,143.375,-37.375
E143S37BA,1,143.625,-37.125
E143S37BB,1,143.875,-37.125
E143S37BC,3,143.625,-37.375
E143S37BD,1,143.875,-37.375
E143S37CA,2,143.125,-37.625
E143S37CB,2,143.375,-37.625
E143S37CC,2,143.125,-37.875
E143S37CD,1,143.375,-37.875
E143S37DA,4,143.625,-37.625
E143S37DB,3,143.875,-37.625
E143S37DC,4,143.625,-37.875
E143S37DD,2,143.875,-37.875
E143S38AA,2,143.125,-38.125
E143S38AB,3,143.375,-38.125
E143S38AC,3,143.125,-38.375
E143S38AD,6,143.375,-38.375
E143S38BA,2,143.625,-38.125
E143S38BB,3,143.875,-38.125
E143S38BC,5,143.625,-38.375
E143S38BD,4,143.875,-38.375
E143S38CA,5,143.125,-38.625
E143S38CB,3,143.375,-38.625
E143S38CC,2,143.125,-38.875
E143S38CD,2,143.375,-38.875
E143S38DA,4,143.625,-38.625
E143S38DB,3,143.875,-38.625
E143S38DC,6,143.625,-38.875
E143S39DB,2,143.875,-39.625
E143S39DD,1,143.875,-39.875
E143S40BB,5,143.875,-40.125
E144S14AA,1,144.125,-14.125
E144S14AB,1,144.375,-14.125
E144S14AD,1,144.375,-14.375
E144S14BC,1,144.625,-14.375
E144S14DC,1,144.625,-14.875
E144S15AB,2,144.375,-15.125
E144S15AD,1,144.375,-15.375
E144S15BA,1,144.625,-15.125
E144S15BB,1,144.875,-15.125
E144S15BC,2,144.625,-15.375
E144S15BD,1,144.875,-15.375
E144S15CB,2,144.375,-15.625
E144S15CC,1,144.125,-15.875
E144S15CD,1,144.375,-15.875
E144S15DA,1,144.625,-15.625
E144S15DB,1,144.875,-15.625
E144S16AA,1,144.125,-16.125
E144S16BD,3,144.875,-16.375
E144S16CA,1,144.125,-16.625
E144S16DD,2,144.875,-16.875
E144S17AB,1,144.375,-17.125
E144S17BA,1,144.625,-17.125
E144S17DB,1,144.875,-17.625
E144S18AB,1,144.375,-18.125
E144S18CA,1,144.125,-18.625
E144S18DC,1,144.625,-18.875
E144S19BB,1,144.875,-19.125
E144S19CB,1,144.375,-19.625
E144S19CC,1,144.125,-19.875
E144S19CD,1,144.375,-19.875
E144S19DB,1,144.875,-19.625
E144S19DD,1,144.875,-19.875
E144S20BA,1,144.625,-20.125
E144S20BC,1,144.625,-20.375
E144S20BD,1,144.875,-20.375
E144S22BD,1,144.875,-22.375
E144S27DD,1,144.875,-27.875
E144S28BA,1,144.625,-28.125
E144S31DB,1,144.875,-31.625
E144S31DD,1,144.875,-31.875
E144S32AA,1,144.125,-32.125
E144S32AB,1,144.375,-32.125
E144S35BC,1,144.625,-35.375
E144S35CA,2,144.125,-35.625
E144S35CB,1,144.375,-35.625
E144S35CD,1,144.375,-35.875
E144S36BB,1,144.875,-36.125
E144S36BC,1,144.625,-36.375
E144S36BD,1,144.875,-36.375
E144S36CA,1,144.125,-36.625
E144S36CB,1,144.375,-36.625
E144S36CC,2,144.125,-36.875
E144S36CD,1,144.375,-36.875
E144S36DA,1,144.625,-36.625
E144S36DB,2,144.875,-36.625
E144S36DC,3,144.625,-36.875
E144S36DD,2,144.875,-36.875
E144S37AA,1,144.125,-37.125
E144S37AB,2,144.375,-37.125
E144S37AC,2,144.125,-37.375
E144S37AD,4,144.375,-37.375
E144S37BA,3,144.625,-37.125
E144S37BB,1,144.875,-37.125
E144S37BC,4,144.625,-37.375
E144S37BD,1,144.875,-37.375
E144S37CA,3,144.125,-37.625
E144S37CB,1,144.375,-37.625
E144S37CC,5,144.125,-37.875
E144S37CD,2,144.375,-37.875
E144S37DA,2,144.625,-37.625
E144S37DB,4,144.875,-37.625
E144S37DC,3,144.625,-37.875
E144S37DD,6,144.875,-37.875
E144S38AA,3,144.125,-38.125
E144S38AB,3,144.375,-38.125
E144S38AC,11,144.125,-38.375
E144S38AD,5,144.375,-38.375
E144S38BA,4,144.625,-38.125
E144S38BB,1,144.875,-38.125
E144S38BC,2,144.625,-38.375
E144S38BD,7,144.875,-38.375
E144S39CA,3,144.125,-39.625
E144S39CC,2,144.125,-39.875
E144S40AA,1,144.125,-40.125
E144S40BC,2,144.625,-40.375
E144S40BD,3,144.875,-40.375
E144S40DA,4,144.625,-40.625
E144S40DB,5,144.875,-40.625
E144S40DC,3,144.625,-40.875
E144S40DD,4,144.875,-40.875
E144S41BA,6,144.625,-41.125
E144S41BB,3,144.875,-41.125
E144S41BC,3,144.625,-41.375
E144S41BD,4,144.875,-41.375
E144S41DB,2,144.875,-41.625
E145S14CB,1,145.375,-14.625
E145S14CC,2,145.125,-14.875
E145S14CD,2,145.375,-14.875
E145S15AA,2,145.125,-15.125
E145S15AC,2,145.125,-15.375
E145S15AD,2,145.375,-15.375
E145S15CC,2,145.125,-15.875
E145S15CD,3,145.375,-15.875
E145S16AB,4,145.375,-16.125
E145S16AC,2,145.125,-16.375
E145S16AD,1,145.375,-16.375
E145S16BC,1,145.625,-16.375
E145S16CB,1,145.375,-16.625
E145S16CD,1,145.375,-16.875
E145S16DA,1,145.625,-16.625
E145S16DC,2,145.625,-16.875
E145S16DD,4,145.875,-16.875
E145S17AA,2,145.125,-17.125
E145S17AB,5,145.375,-17.125
E145S17AC,1,145.125,-17.375
E145S17AD,2,145.375,-17.375
E145S17BA,3,145.625,-17.125
E145S17BB,2,145.875,-17.125
E145S17BC,1,145.625,-17.375
E145S17BD,3,145.875,-17.375
E145S17CA,1,145.125,-17.625
E145S17CB,4,145.375,-17.625
E145S17CD,3,145.375,-17.875
E145S17DA,1,145.625,-17.625
E145S17DB,1,145.875,-17.625
E145S17DC,3,145.625,-17.875
E145S17DD,1,145.875,-17.875
E145S18AD,1,145.375,-18.375
E145S18BA,2,145.625,-18.125
E145S18BB,4,145.875,-18.125
E145S18BD,2,145.875,-18.375
E145S18DB,2,145.875,-18.625
E145S18DD,1,145.875,-18.875
E145S19AA,1,145.125,-19.125
E145S19AD,1,145.375,-19.375
E145S19CB,1,145.375,-19.625
E145S19CD,1,145.375,-19.875
E145S19DD,1,145.875,-19.875
E145S20BC,1,145.625,-20.375
E145S20CA,2,145.125,-20.625
E145S20CB,1,145.375,-20.625
E145S20DB,1,145.875,-20.625
E145S20DC,1,145.625,-20.875
E145S21BD,1,145.875,-21.375
E145S22CB,1,145.375,-22.625
E145S22CD,1,145.375,-22.875
E145S23DB,1,145.875,-23.625
E145S24BB,1,145.875,-24.125
E145S28BB,1,145.875,-28.125
E145S28BC,1,145.625,-28.375
E145S30DA,1,145.625,-30.625
E145S30DB,2,145.875,-30.625
E145S32AB,1,145.375,-32.125
E145S32AD,1,145.375,-32.375
E145S32BB,1,145.875,-32.125
E145S32CB,1,145.375,-32.625
E145S32DA,1,145.625,-32.625
E145S32DC,1,145.625,-32.875
E145S32DD,1,145.875,-32.875
E145S33BA,1,145.625,-33.125
E145S33BB,1,145.875,-33.125
E145S33BC,1,145.625,-33.375
E145S33DD,1,145.875,-33.875
E145S35AD,2,145.375,-35.375
E145S35CC,1,145.125,-35.875
E145S35CD,1,145.375,-35.875
E145S35DC,1,145.625,-35.875
E145S35DD,1,145.875,-35.875
E145S36AB,1,145.375,-36.125
E145S36BA,2,145.625,-36.125
E145S36BB,1,145.875,-36.125
E145S36BC,1,145.625,-36.375
E145S36BD,1,145.875,-36.375
E145S36CA,1,145.125,-36.625
E145S36CB,1,145.375,-36.625
E145S36CC,1,145.125,-36.875
E145S36CD,1,145.375,-36.875
E145S36DA,2,145.625,-36.625
E145S36DB,3,145.875,-36.625
E145S36DC,4,145.625,-36.875
E145S36DD,2,145.875,-36.875
E145S37AA,1,145.125,-37.125
E145S37AB,3,145.375,-37.125
E145S37AC,3,145.125,-37.375
E145S37AD,4,145.375,-37.375
E145S37BA,2,145.625,-37.125
E145S37BB,1,145.875,-37.125
E145S37BC,4,145.625,-37.375
E145S37BD,3,145.875,-37.375
E145S37CA,6,145.125,-37.625
E145S37CB,4,145.375,-37.625
E145S37CC,7,145.125,-37.875
E145S37CD,5,145.375,-37.875
E145S37DA,4,145.625,-37.625
E145S37DB,2,145.875,-37.625
E145S37DC,5,145.625,-37.875
E145S37DD,2,145.875,-37.875
E145S38AA,9,145.125,-38.125
E145S38AB,6,145.375,-38.125
E145S38AC,8,145.125,-38.375
E145S38AD,7,145.375,-38.375
E145S38BA,6,145.625,-38.125
E145S38BB,4,145.875,-38.125
E145S38BC,4,145.625,-38.375
E145S38BD,2,145.875,-38.375
E145S38CA,3,145.125,-38.625
E145S38CB,3,145.375,-38.625
E145S38DA,5,145.625,-38.625
E145S38DB,3,145.875,-38.625
E145S38DD,5,145.875,-38.875
E145S40CA,2,145.125,-40.625
E145S40CC,2,145.125,-40.875
E145S40CD,5,145.375,-40.875
E145S40DC,3,145.625,-40.875
E145S41AA,1,145.125,-41.125
E145S41AB,2,145.375,-41.125
E145S41AC,1,145.125,-41.375
E145S41AD,5,145.375,-41.375
E145S41BA,1,145.625,-41.125
E145S41BB,4,145.875,-41.125
E145S41BC,4,145.625,-41.375
E145S41BD,3,145.875,-41.375
E145S41CA,1,145.125,-41.625
E145S41CB,1,145.375,-41.625
E145S41CC,3,145.125,-41.875
E145S41CD,2,145.375,-41.875
E145S41DA,2,145.625,-41.625
E145S41DB,5,145.875,-41.625
E145S41DC,2,145.625,-41.875
E145S41DD,4,145.875,-41.875
E145S42AA,3,145.125,-42.125
E145S42AB,6,145.375,-42.125
E145S42AC,1,145.125,-42.375
E145S42AD,5,145.375,-42.375
E145S42BB,2,145.875,-42.125
E145S42BC,1,145.625,-42.375
E145S42BD,3,145.875,-42.375
E145S42CB,5,145.375,-42.625
